Project Number,Zip Code,Sector,Purchase Type,Application_Month,Project Status,Total Inverter Quantity,Total PV Module Quantity,Hardware Cost,Labor Cost,misc cost,$Incentive,Total Nameplate kW DC,Expected kWh Annual Production,
288384,11413,Residential,Lease,29,Complete,10,10,1185,1264,5451,680,3.4,3995,7900
305386,11413,Residential,Lease,28,Complete,1,10,3069.36,950.04,3288.6,680,3.4,4362,7308
283066,11413,Residential,Lease,5,Complete,9,9,3688.2,751.3,2390.5,549,2.75,3559,6830
283060,11413,Residential,Lease,5,Complete,9,9,954.38,1295.23,4567.39,324,2.75,2196,6817
301785,11413,Residential,Lease,7,Pipeline,1,9,1479.72,1076.16,4170.12,612,3.06,2934,6726
286549,11413,Residential,Lease,13,Pipeline,6,6,3712.8,928.2,1989,208,2.04,1405,6630
314714,11413,Residential,Lease,22,Pipeline,1,9,3168.48,792.12,2640.4,392,2.93,2660,6601
307824,11413,Residential,Lease,12,Pipeline,1,8,2061.08,848.68,3152.24,544,2.72,2682,6062
294445,11413,Residential,Lease,2,Complete,8,8,4183.92,813.54,813.54,343,2.52,2314,5811
316304,11413,Residential,Lease,29,Pipeline,9,9,4590.4,573.8,573.8,373,3.06,2521,5738
286296,11414,Residential,Purchase,6,Complete,38,38,12581.36,14061.52,47365.12,2432,12.16,14015,74008
286293,11414,Residential,Purchase,24,Complete,32,32,39723.52,8079.36,19525.12,2048,10.24,11569,67328
314152,11414,Residential,Purchase,22,Pipeline,1,34,18576.03,7880.74,29834.23,2720,13.6,17713,56291
286810,11414,Residential,Purchase,14,Pipeline,29,29,6877.35,6877.35,32094.3,1972,9.86,12499,45849
298843,11414,Residential,Purchase,13,Pipeline,20,20,17933.32,4578.72,15643.96,1520,7.6,8817,38156
312392,11414,Residential,Lease,10,Pipeline,16,16,8094.24,4782.96,23914.8,1120,5.6,7411,36792
297739,11414,Residential,Purchase,20,Complete,23,23,22169.7,6334.2,6686.1,1656,8.28,9689,35190
271284,11414,Residential,Purchase,6,Pipeline,26,26,20019.88,3393.2,10518.92,1924,9.62,10508,33932
304067,11414,Residential,Purchase,24,Pipeline,25,25,3835.2,5113.6,23011.2,1825,9.13,11066,31960
307933,11414,Residential,Power Purchase Agreement,13,Pipeline,23,21,22522.106,5244.874,3085.22,1596,7.98,8469,30852.2
298841,11414,Residential,Purchase,25,Complete,19,19,13662.9,4651.2,10755.9,853,6.46,5758,29070
283246,11414,Residential,Purchase,1,Complete,16,16,22594,5720,286,1040,5.2,5512,28600
292251,11414,Residential,Purchase,13,Pipeline,1,9,2352.4072,1809.544,13933.4888,416,3.06,2800,18095.44
315452,11414,Residential,Power Purchase Agreement,24,Pipeline,12,12,4517.136,3300.984,9555.48,912,4.56,5035,17373.6
289390,11414,Residential,Power Purchase Agreement,12,Complete,10,10,7291.2,1822.8,6076,700,3.5,4396,15190
303237,11415,Residential,Purchase,17,Complete,39,39,19889.6,,35929.6,2808,14.04,13297,64160
305495,11415,Residential,Purchase,8,Pipeline,1,12,21627.55,5318.25,8509.2,876,4.38,5324,35455
303358,11415,Residential,Purchase,19,Pipeline,12,12,13696,2354,5350,816,4.08,5069,21400
278366,11415,Residential,Power Purchase Agreement,16,Complete,11,11,9937.2,2153.06,4471.74,770,3.85,4107,16562
303230,11415,Residential,Power Purchase Agreement,17,Pipeline,14,14,6203.652,2386.02,7317.128,1064,5.32,6179,15906.8
303227,11415,Residential,Power Purchase Agreement,17,Pipeline,14,14,10744.272,2528.064,2528.064,1064,5.32,6107,15800.4
313983,11415,Residential,Power Purchase Agreement,18,Pipeline,9,9,3413.844,1632.708,9796.248,684,3.42,4342,14842.8
288963,11415,Residential,Power Purchase Agreement,28,Complete,10,10,10178.7,1788.15,1788.15,700,3.5,3781,13755
310352,11415,Non-Residential,Purchase,12,Pipeline,1,166,64934.9963,21059.9988,89504.9949,21414,71.38,78721,175499.99
307662,11416,Residential,Purchase,12,Pipeline,32,32,38420.48,9004.8,12606.72,2240,11.2,10984,60032
297752,11416,Residential,Purchase,19,Complete,26,26,26465.88,10802.4,16743.72,1768,8.84,8531,54012
302088,11416,Residential,Purchase,11,Pipeline,36,36,31563.35,5341.49,11654.16,2592,12.96,13224,48559
291384,11416,Residential,Lease,10,Pipeline,20,20,30476.16,4761.9,12380.94,1320,6.6,8646,47619
298876,11416,Residential,Purchase,2,Pipeline,24,24,29277.764,4722.22,13222.216,7296,9.12,10043,47222.2
280466,11416,Residential,Purchase,5,Complete,10,10,4220.26,4603.92,29541.82,640,3.2,3673,38366
298625,11416,Residential,Power Purchase Agreement,25,Pipeline,18,28,25744.6,7252,3263.4,1960,9.8,10979,36260
312019,11416,Residential,Lease,9,Pipeline,20,20,4632.96,2895.6,21427.44,1520,7.6,8724,28956
312540,11416,Residential,Purchase,18,Pipeline,12,12,14136.5,4616,10097.5,864,4.32,4565,28850
292286,11416,Residential,Purchase,17,Pipeline,12,12,17578.79,5247.4,3410.81,816,4.08,5014,26237
307348,11416,Residential,Power Purchase Agreement,11,Pipeline,10,10,2686,2283.1,8460.9,760,3.8,3798,13430
312417,11416,Residential,Purchase,10,Pipeline,9,9,4241.16,2313.36,6297.48,612,3.06,3885,12852
294801,11416,Residential,Lease,3,Complete,15,15,1872.72,2203.2,6940.08,1020,5.1,6492,11016
284917,11417,Residential,Lease,6,Pipeline,28,28,20562.62,7908.7,50615.68,2016,10.08,11843,79087
257213,11417,Residential,Purchase,19,Complete,15,15,28276.89,5327.53,7376.58,981,4.91,6077,40981
281255,11417,Residential,Purchase,24,Complete,7,7,19459.5,6227.04,13232.46,448,2.24,2602,38919
286562,11417,Residential,Lease,13,Pipeline,19,19,12124.281,3565.965,19969.404,1243,6.21,5842,35659.65
311293,11417,Residential,Purchase,10,Pipeline,16,16,19989.2,6098.4,7792.4,1200,6,7036,33880
305769,11417,Residential,Power Purchase Agreement,1,Complete,24,24,13133.34,4377.78,11674.08,1608,8.04,7627,29185.2
296400,11417,Residential,Lease,12,Pipeline,13,13,14157,2359.5,7078.5,858,4.29,5562,23595
303021,11417,Residential,Power Purchase Agreement,16,Pipeline,14,14,5068.896,2534.448,13517.056,1064,5.32,5917,21120.4
292885,11417,Residential,Purchase,24,Complete,10,10,12800,2200,5000,660,3.3,3654,20000
294794,11417,Residential,Power Purchase Agreement,4,Pipeline,16,16,11070.08,2174.48,6523.44,1120,5.6,6580,19768
316297,11417,Residential,Lease,29,Pipeline,1,24,3101.18,2611.52,10609.3,1110,8.16,7494,16322
287006,11417,Residential,Power Purchase Agreement,6,Complete,11,11,11021.0022,1836.8337,1271.6541,770,3.85,3810,14129.49
316577,11417,Residential,Lease,30,Pipeline,1,17,8691.38,1190.6,2024.02,1156,5.78,6791,11906
294806,11417,Residential,Power Purchase Agreement,4,Pipeline,10,10,9044,1130.5,1130.5,700,3.5,3521,11305
287834,11417,Residential,Lease,29,Complete,15,15,7000.56,1666.8,2444.64,1065,5.33,5206,11112
306255,11418,Residential,Purchase,6,Complete,28,28,43555.092,9201.78,8588.328,1831,9.16,9529,61345.2
299181,11418,Residential,Purchase,2,Pipeline,16,16,43455.76,7634.12,7634.12,1088,5.44,6392,58724
281245,11418,Residential,Purchase,4,Complete,18,18,36431,6964.75,10179.25,737,5.76,4961,53575
295368,11418,Residential,Purchase,3,Pipeline,34,34,25896.16,5429.84,10442,2448,12.24,13127,41768
298590,11418,Residential,Purchase,25,Pipeline,27,27,21243.2,4248.64,13132.16,1890,9.45,11217,38624
310398,11418,Residential,Purchase,2,Pipeline,2,30,18096,6612,10092,2160,10.8,13564,34800
289110,11418,Residential,Purchase,17,Pipeline,25,25,19680,3280,9840,7100,8.87,8562,32800
284673,11418,Residential,Purchase,6,Pipeline,13,13,16873.35,3599.648,2024.802,884,4.42,4954,22497.8
308972,11418,Residential,Power Purchase Agreement,19,Pipeline,16,16,14807.232,2692.224,4935.744,1216,6.08,6651,22435.2
288507,11418,Residential,Lease,26,Complete,16,16,6475.776,3551.232,10862.592,1088,5.44,5638,20889.6
312452,11418,Residential,Lease,10,Pipeline,15,15,11052.72,2171.07,6513.21,1020,5.1,5854,19737
316455,11418,Residential,Power Purchase Agreement,30,Pipeline,11,11,7864.8,3539.16,8258.04,836,4.18,4290,19662
284593,11418,Residential,Purchase,6,Pipeline,11,11,8947.202,3045.856,7043.542,748,3.74,4137,19036.6
307648,11418,Residential,Lease,12,Pipeline,13,13,4345.25,3476.2,9559.55,910,4.55,4306,17381
284801,11418,Residential,Purchase,6,Pipeline,10,10,6057.1,2942.02,8306.88,680,3.4,3398,17306
309611,11418,Residential,Lease,24,Pipeline,9,9,7658.21,1875.48,6095.31,684,3.42,3926,15629
297870,11418,Residential,Power Purchase Agreement,23,Pipeline,12,12,7623.072,1694.016,4799.712,840,4.08,4022,14116.8
289122,11418,Residential,Lease,12,Complete,9,9,6426,2441.88,3984.12,630,3.15,3403,12852
298255,11418,Residential,Power Purchase Agreement,24,Complete,12,12,2749.512,1434.528,7770.36,522,4.08,3526,11954.4
315307,11418,Residential,Lease,23,Pipeline,13,13,4450.05,1384.46,4054.49,557,4.42,3788,9889
284540,11418,Residential,Purchase,6,Pipeline,2,2,1661.376,657.628,1142.196,136,0.68,680,3461.2
309909,11418,Non-Residential,Purchase,15,Pipeline,1,139,87457.26,31802.64,145762.1,15846,52.82,64199,265022
312222,11419,Residential,Lease,11,Pipeline,28,28,21974.04,9155.85,29909.11,2100,10.5,10280,61039
302511,11419,Residential,Lease,14,Pipeline,27,27,14249.25,5699.7,37048.05,1998,9.99,12142,56997
291709,11419,Residential,Lease,12,Pipeline,29,29,25427.754,7910.8568,23167.5092,2117,10.59,13293,56506.12
279381,11419,Residential,Purchase,22,Complete,25,25,23234.2,6864.65,22706.15,1800,9,10074,52805
266143,11419,Residential,Purchase,23,Complete,36,36,17915.45,6142.44,27129.11,795,5.76,5342,51187
306829,11419,Residential,Lease,6,Pipeline,22,22,19135.8552,5218.8696,19135.8552,1439,7.19,8046,43490.58
286814,11419,Residential,Purchase,14,Complete,1,21,12000.45,5454.75,18909.8,942,6.83,6360,36365
300905,11419,Residential,Purchase,1,Pipeline,16,16,28248.344,4237.2516,2824.8344,840,6.56,5681,35310.43
315119,11419,Residential,Lease,24,Pipeline,16,16,19991.44,6548.92,7927.64,1152,5.76,5871,34468
288165,11419,Residential,Power Purchase Agreement,22,Pipeline,1,24,25339.8288,4667.8632,3334.188,1632,8.16,9698,33341.88
310019,11419,Residential,Purchase,25,Pipeline,13,13,18748.902,5312.1889,7187.0791,1066,5.33,6190,31248.17
305483,11419,Residential,Lease,25,Pipeline,1,22,22799.734,3299.9615,3899.9545,1496,7.48,8536,29999.65
291345,11419,Residential,Purchase,10,Complete,14,14,10795.68,3898.44,15293.88,952,4.76,4715,29988
308050,11419,Residential,Purchase,13,Complete,19,19,12575.64,3593.04,13773.32,1292,6.46,6346,29942
308895,11419,Residential,Lease,19,Pipeline,19,19,23301.6,4660.32,1165.08,891,6.65,6046,29127
246706,11419,Residential,Lease,25,Complete,18,18,10227.6,5113.8,13068.6,1296,6.48,6184,28410
309095,11419,Residential,Lease,23,Pipeline,1,21,14906.4408,5244.8588,7453.2204,1428,7.14,7893,27604.52
308363,11419,Residential,Purchase,19,Pipeline,12,12,3845.38,3296.04,20325.58,785,3.92,4610,27467
297301,11419,Residential,Lease,18,Complete,15,15,6103.125,2929.5,15379.875,1050,5.25,6594,24412.5
286372,11419,Residential,Purchase,21,Complete,17,17,16460.76,3388.98,4357.26,1207,6.04,6357,24207
283364,11419,Residential,Purchase,6,Complete,14,14,3780,3543.75,16301.25,980,4.9,5989,23625
283359,11419,Residential,Purchase,10,Complete,14,14,4189.5,2425.5,15435,980,4.9,4727,22050
308720,11419,Residential,Power Purchase Agreement,18,Pipeline,18,18,5866.02,2172.6,13687.38,1224,6.12,6970,21726
278215,11419,Residential,Power Purchase Agreement,11,Pipeline,15,15,1769.25,3361.575,12561.675,1050,5.25,5502,17692.5
291807,11419,Residential,Lease,13,Pipeline,11,11,10387.08,1702.8,4938.12,803,4.02,4767,17028
290167,11419,Residential,Lease,5,Complete,22,22,6738.9,1925.4,7380.7,1496,7.48,7962,16045
256319,11419,Residential,Lease,5,Complete,13,13,11392.745,2184.91,2028.845,910,4.55,5223,15606.5
307136,11419,Residential,Purchase,10,Complete,15,15,5910.9,3111,6533.1,1020,5.1,5978,15555
303789,11419,Residential,Power Purchase Agreement,22,Pipeline,10,10,8225.28,1468.8,4993.92,680,3.4,4454,14688
264481,11419,Residential,Purchase,15,Complete,6,11,6726.58,2047.22,5849.2,748,3.74,4950,14623
307883,11419,Residential,Power Purchase Agreement,13,Complete,10,10,6336.88,2304.32,5760.8,760,3.8,4259,14402
306301,11419,Residential,Lease,4,Pipeline,1,22,2716.81,2001.86,9580.33,942,7.48,6355,14299
311673,11419,Residential,Power Purchase Agreement,7,Pipeline,14,14,2273.852,2273.852,8827.896,952,4.76,5014,13375.6
292538,11419,Residential,Lease,18,Complete,1,19,1325.5,1855.7,10073.8,878,6.65,5970,13255
295824,11419,Residential,Power Purchase Agreement,10,Complete,12,12,1984.5,2646,8599.5,840,4.2,4051,13230
307146,11419,Residential,Purchase,10,Complete,12,12,1742.16,1493.28,9208.56,816,4.08,4243,12444
308625,11419,Residential,Power Purchase Agreement,18,Pipeline,10,10,2805.54,1585.74,7806.72,486,3.8,3295,12198
316296,11419,Residential,Lease,29,Pipeline,1,17,2857.92,1786.2,7263.88,1156,5.78,7025,11908
289334,11419,Residential,Power Purchase Agreement,30,Complete,9,9,3135.888,2015.928,6047.784,630,3.06,3471,11199.6
312933,11419,Residential,Power Purchase Agreement,15,Pipeline,8,8,2261.952,1336.608,6683.04,544,2.72,2939,10281.6
290175,11419,Residential,Lease,5,Complete,11,11,4998.6,1666.2,1666.2,501,3.74,3384,8331
298686,11419,Residential,Lease,24,Pipeline,1,11,4455,1539,2106,748,3.74,4798,8100
308567,11420,Residential,Purchase,18,Pipeline,27,27,38024.91,,19979.19,1890,9.45,9184,64449
311486,11420,Residential,Purchase,4,Pipeline,24,24,8331.0808,8331.0808,42845.5584,1776,8.88,9923,59507.72
302442,11420,Residential,Purchase,20,Pipeline,1,28,19717.44,8820.96,23349.6,8176,10.22,11608,51888
287381,11420,Residential,Purchase,23,Complete,19,19,32142.6,9183.6,9693.8,1216,6.08,6119,51020
301712,11420,Residential,Lease,8,Pipeline,1,32,19397.752,8728.9884,20367.6396,2176,10.88,11424,48494.38
276290,11420,Residential,Purchase,23,Complete,14,14,19509.6,8868,15962.4,896,4.48,4953,44340
309562,11420,Residential,Purchase,24,Pipeline,14,14,18773.37,6548.85,18336.78,980,4.9,5096,43659
308675,11420,Residential,Purchase,18,Pipeline,16,16,32127.4724,6763.6784,3381.8392,1312,6.56,7773,42272.99
278460,11420,Residential,Purchase,9,Pipeline,10,10,26005.12,4063.3,10564.58,640,3.2,3466,40633
302547,11420,Residential,Purchase,11,Pipeline,1,19,12024,6012,22044,1387,6.94,7902,40080
303321,11420,Residential,Purchase,19,Complete,20,20,8778,5985,25137,1400,7,7856,39900
276292,11420,Residential,Purchase,23,Complete,8,8,26753.37,5040.49,6979.14,512,2.56,2939,38773
304947,11420,Residential,Lease,13,Complete,24,24,5944.32,5201.28,26006.4,1728,8.64,8732,37152
283965,11420,Residential,Purchase,14,Complete,17,17,9441.7839,3846.6527,21681.1334,1394,6.97,8001,34969.57
283420,11420,Residential,Power Purchase Agreement,6,Complete,26,26,20003.62,4483.57,10001.81,1820,9.1,9311,34489
313046,11420,Residential,Purchase,15,Pipeline,23,23,22047.2384,5167.3215,7234.2501,1495,7.48,9691,34448.81
306187,11420,Residential,Lease,4,Complete,22,22,7769.52,3884.76,20718.72,1439,7.19,8302,32373
288292,11420,Residential,Purchase,22,Complete,12,12,7756.9608,3555.2737,21008.4355,984,4.92,4983,32320.67
297095,11420,Residential,Power Purchase Agreement,17,Complete,22,22,8916.6,5349.96,15455.44,1540,7.7,7908,29722
313835,11420,Residential,Power Purchase Agreement,18,Pipeline,19,19,7843.808,5322.584,14847.208,1444,7.22,8288,28013.6
284111,11420,Residential,Purchase,12,Complete,13,13,8690.7415,3227.9897,12911.9588,923,4.62,5547,24830.69
284109,11420,Residential,Purchase,12,Complete,13,13,13596.9295,2472.169,8652.5915,554,4.62,3739,24721.69
287425,11420,Residential,Power Purchase Agreement,23,Complete,16,16,13244,2648.8,8187.2,1120,5.6,6854,24080
298663,11420,Residential,Lease,24,Complete,18,18,15075.396,3828.672,5025.132,1260,6.12,6043,23929.2
302793,11420,Residential,Power Purchase Agreement,15,Pipeline,21,21,18378.36,3818.88,1670.76,885,7.14,5942,23868
297697,11420,Residential,Power Purchase Agreement,20,Complete,19,19,12300.5103,4177.5318,6730.4679,1330,6.65,7766,23208.51
309366,11420,Residential,Purchase,21,Pipeline,13,13,11013.73,2472.47,8990.8,910,4.55,4382,22477
309596,11420,Residential,Purchase,24,Pipeline,13,13,10977.9894,4032.7308,7393.3398,910,4.55,4708,22404.06
295016,11420,Residential,Power Purchase Agreement,5,Pipeline,18,18,14435.82,2585.52,4524.66,1260,6.3,6054,21546
291415,11420,Residential,Purchase,10,Pipeline,15,15,12419.5,3578.5,5052,1050,5.25,5431,21050
283157,11420,Residential,Lease,6,Complete,16,16,7993.44,2869.44,9633.12,1120,5.6,6593,20496
308732,11420,Residential,Purchase,18,Pipeline,14,14,5594.4,2197.8,12187.8,980,4.9,6097,19980
308404,11420,Residential,Purchase,17,Complete,12,12,14364,3638.88,1149.12,438,4.56,2972,19152
309353,11420,Residential,Purchase,21,Pipeline,11,11,11031.02,2282.28,5705.7,770,3.85,4887,19019
311397,11420,Residential,Lease,4,Pipeline,13,13,8932.56,3721.9,5955.04,910,4.55,5214,18609.5
312695,11420,Residential,Power Purchase Agreement,14,Pipeline,13,13,9268.428,2273.388,5945.784,988,4.94,5245,17487.6
292347,11420,Residential,Power Purchase Agreement,26,Complete,12,12,7458.78,2601.9,7285.32,840,4.2,4736,17346
299049,11420,Residential,Power Purchase Agreement,27,Complete,13,13,7247.24,2635.36,6588.4,910,4.55,4287,16471
283418,11420,Residential,Power Purchase Agreement,9,Complete,14,14,10536.96,1975.68,3951.36,627,4.9,4235,16464
304211,11420,Residential,Power Purchase Agreement,24,Pipeline,14,14,6005.216,1738.352,8059.632,647,4.76,4363,15803.2
284867,11420,Residential,Power Purchase Agreement,26,Complete,12,12,3689.28,1537.2,10145.52,840,4.2,4141,15372
283411,11420,Residential,Power Purchase Agreement,6,Complete,10,10,5924.1,2734.2,6531.7,700,3.5,4297,15190
294878,11420,Residential,Lease,3,Pipeline,19,19,1521.74,1383.4,10928.86,866,6.46,5868,13834
288211,11420,Residential,Lease,30,Complete,14,14,2944.7572,2141.6416,8298.8612,638,4.69,4307,13385.26
287130,11420,Residential,Lease,15,Complete,17,17,3948.3,2105.76,7106.94,1156,5.78,5969,13161
286351,11420,Residential,Power Purchase Agreement,13,Complete,11,11,4243.47,2571.8,6043.73,770,3.85,3692,12859
292617,11420,Residential,Lease,18,Pipeline,17,17,2551.29,1822.35,7775.36,1156,5.78,6727,12149
277054,11420,Residential,Power Purchase Agreement,16,Complete,8,8,1841.28,1726.2,7940.52,560,2.8,3508,11508
299040,11420,Residential,Power Purchase Agreement,27,Complete,8,8,2977.52,1259.72,7214.76,560,2.8,3063,11452
308052,11420,Residential,Lease,13,Complete,1,16,5360.61,1051.1,4099.29,707,5.44,4757,10511
293195,11420,Residential,Power Purchase Agreement,24,Pipeline,8,8,5340.72,1256.64,3874.64,560,2.8,2912,10472
299047,11420,Residential,Power Purchase Agreement,27,Complete,8,8,8131.2,1016.4,1016.4,560,2.8,2685,10164
292618,11420,Residential,Lease,18,Pipeline,13,13,5178.8,1129.92,3107.28,583,4.42,3949,9416
287419,11420,Residential,Power Purchase Agreement,23,Complete,7,7,1918.84,1482.74,5320.42,490,2.45,2359,8722
287426,11420,Residential,Power Purchase Agreement,23,Complete,7,7,5503.36,945.89,2149.75,333,2.45,2254,8599
307886,11420,Residential,Power Purchase Agreement,13,Pipeline,7,7,4013.142,1451.562,3073.896,356,2.66,2407,8538.6
288661,11421,Residential,Purchase,9,Complete,9,9,31730.34,5978.18,8277.48,576,2.88,2917,45986
236999,11421,Residential,Purchase,23,Complete,22,22,18584.64,3441.6,12389.76,1042,8.14,7043,34416
296873,11421,Residential,Purchase,19,Complete,17,17,25912.38,5315.36,1993.26,1360,6.8,7125,33221
311577,11421,Residential,Power Purchase Agreement,4,Pipeline,20,20,7904,3705,13091,973,7.6,6548,24700
311078,11421,Residential,Purchase,2,Pipeline,12,12,12880,4370,5750,816,4.08,4656,23000
315674,11421,Residential,Lease,25,Pipeline,14,14,11111.352,1883.28,5838.168,1064,5.32,5481,18832.8
303572,11421,Residential,Power Purchase Agreement,21,Pipeline,7,7,4748.328,1758.64,11079.432,532,2.66,2838,17586.4
289588,11421,Residential,Purchase,5,Complete,12,12,8820.96,2421.44,6053.6,562,4.26,3797,17296
313259,11421,Residential,Power Purchase Agreement,16,Pipeline,13,13,4480.112,2560.064,8960.224,884,4.42,4835,16000.4
287012,11421,Residential,Power Purchase Agreement,21,Complete,12,12,4410,3150,8190,840,4.2,7525,15750
288108,11421,Residential,Power Purchase Agreement,9,Pipeline,10,10,9240,1540,3220,700,3.5,3970,14000
288118,11421,Residential,Power Purchase Agreement,9,Pipeline,7,7,4586.4,1528.8,4076.8,490,2.45,2879,10192
303569,11421,Residential,Power Purchase Agreement,21,Pipeline,13,13,4185.168,1126.776,2736.456,988,4.94,5270,8048.4
